"PACKING_OUT_TIME","HANDLING_TYPE","AREA_PACKED","CONTAINER_CLASS","PACK_STATION","AREA","PACK_USER","PROD_CODE","QTY_SINGLES","SHIPPING_LPN","ORDER_NO","LENGTH","WIDTH","HEIGHT","WEIGHT","CONVEYABLE_IND","COLLATABILITY_IND","MANUAL_BAG_TYPE"
"2018-11-25 19:29:57","PlasticProtectionBag","Hanging Pack Bench","Hanging Pack Bench","HG packing station 1-04",2,"797933","14152939",1,"3051601017","00000000000057412660",475,332,80,720,"Y","N",
"2018-11-25 19:21:02","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","30420811",1,"3051599092","00000000000057415950",190,50,50,295,"Y","N",
"2018-11-25 19:38:37","PlasticProtectionBag","Pack Bench","Pack Bench","D2C pack station 07",1,"798226","46413917",1,"3051601973","00000000000057415830",120,80,35,196,"Y","N",
"2018-11-25 19:17:07","PlasticProtectionBag","Pack Bench","Pack Bench","D2C pack station 64",1,"797037","11460670",1,"3051599441","00000000000057397993",340,170,65,593,"Y","N",
"2018-11-25 19:48:34","SmallFinishingCartonSmall","Carton Finishing Line","SmallFinishingCarton","D2C CFS station 2",1,"798334","70457906",1,"3051558277","00000000000057372915",201,110,21,85,"Y","N",
"2018-11-25 19:32:27","Carton","Pack Bench","Pack Bench","D2C pack station 52",1,"798587","70457906",1,"3051600975","00000000000057398036",201,110,21,85,"Y","N",
"2018-11-25 19:10:13","SmallFinishingCarton","Carton Finishing Line","SmallFinishingCarton","D2C CFS station 12",1,"797945","70457906",1,"3051585886","00000000000057392448",201,110,21,85,"Y","N",
"2018-11-25 19:38:10","Carton","Pack Bench","Pack Bench","D2C pack station 35",1,"798331","70457906",1,"3051601962","00000000000057397794",201,110,21,85,"Y","N",
"2018-11-25 19:48:57","SmallFinishingCartonSmall","Carton Finishing Line","SmallFinishingCarton","D2C CFS station 2",1,"798334","70457906",1,"3051558278","00000000000057373404",201,110,21,85,"Y","N",
"2018-11-25 19:01:43","PlasticProtectionBag","Pack Bench","Pack Bench","D2C pack station 65",1,"798257","70457906",1,"3051597814","00000000000057397894",201,110,21,85,"Y","N",
"2018-11-25 19:17:03","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-7",2,"797544","70457906",1,"3051595141","00000000000057273762",201,110,21,85,"Y","N",
"2018-11-25 19:35:32","PlasticProtectionBag","SAP MP2","SAP MP2","SAP Station 08",2,"797757","12158262",1,"3051596768","00000000000057405096",360,220,60,310,"Y","N",
"2018-11-25 19:41:34","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L1",1,"ACL L","26301890",1,"3051601452","00000000000057298489",475,332,80,670,"Y","N",
"2018-11-25 19:39:22","PlasticProtectionBag","Pack Bench","Pack Bench","D2C pack station 55",1,"797599","86100755",1,"3051602173","00000000000057404887",320,70,30,309,"Y","N",
"2018-11-25 19:40:20","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L1",1,"ACL L","85481305",1,"3051601515","00000000000057331637",265,210,45,219,"Y","N",
"2018-11-25 19:27:17","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M11",2,"ACL M","46007325",1,"3051599529","00000000000057418229",197,150,61,136,"Y","N",
"2018-11-25 19:27:21","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","46007325",1,"3051599558","00000000000057418129",197,150,61,136,"Y","N",
"2018-11-25 19:11:40","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-1",2,"798205","26330369",1,"3051597343","00000000000057309452",378,284,40,270,"Y","N",
"2018-11-25 19:02:46","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M1",1,"ACL M","46157206",1,"3051596199","00000000000057411948",230,50,48,48,"Y","N",
"2018-11-25 19:48:55","SmallFinishingCarton","Carton Finishing Line","SmallFinishingCarton","D2C CFS station 5",1,"797877","30430201",2,"3051594160","00000000000057365459",140,60,60,290,"Y","N",
"2018-11-25 19:43:59","PlasticProtectionBag","Hanging Pack Bench","Hanging Pack Bench","HG packing station 2-02",2,"797857","86402158",1,"3051602728","00000000000057414795",475,332,100,1100,"Y","N",
"2018-11-25 19:39:09","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M11",2,"ACL M","73555404",1,"3051601116","00000000000057421244",305,145,145,1277,"Y","N",
"2018-11-25 19:29:24","ConveyableCarton","Pack Bench","Pack Bench","D2C pack station 49",1,"797439","44727841",1,"3051600610","00000000000057398448",260,230,130,633,"Y","N",
"2018-11-25 19:20:41","Carton","Pack Bench","Pack Bench","D2C pack station 57",1,"797801","83305901",1,"3051599819","00000000000057400967",180,97,62,532,"Y","N",
"2018-11-25 19:58:50","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M1",1,"ACL M","83305901",1,"3051603397","00000000000057398758",180,97,62,532,"Y","N",
"2018-11-25 19:00:18","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M1",1,"ACL M","22484813",1,"3051596731","00000000000057412036",340,240,40,350,"Y","N",
"2018-11-25 19:49:29","SmallFinishingCartonNano","Carton Finishing Line","SmallFinishingCartonNano","D2C CFS station 4",1,"797723","45910404",1,"3051594687","00000000000057400915",140,120,30,132,"Y","N",
"2018-11-25 19:44:59","PlasticProtectionBag","SAP MP2","SAP MP2","SAP Station 08",2,"797757","45910404",1,"3051598223","00000000000057402538",140,120,30,132,"Y","N",
"2018-11-25 19:20:40","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-6",2,"797564","45910404",1,"3051595784","00000000000057306342",140,120,30,132,"Y","N",
"2018-11-25 19:27:26","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","45910404",1,"3051599736","00000000000057418350",140,120,30,132,"Y","N",
"2018-11-25 19:02:47","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-9",2,"797096","49755131",1,"3051592121","00000000000057285516",280,170,50,529,"Y","N",
"2018-11-25 19:27:24","Carton","SAP MP2","SAP MP2","SAP Station 27",2,"798246","15853516",1,"3051595564","00000000000057399894",320,260,30,351,"Y","N",
"2018-11-25 19:09:57","PlasticProtectionBag","Hanging Pack Bench","Hanging Pack Bench","HG packing station 1-05",2,"797389","16801719",1,"3051598525","00000000000057399976",475,332,130,1480,"Y","N",
"2018-11-25 19:02:43","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L11",2,"ACL L","30400305",1,"3051597040","00000000000057292838",150,140,71,417,"Y","N",
"2018-11-25 19:29:14","Carton","SAP MP2","SAP MP2","SAP Station 27",2,"798246","21114338",1,"3051594471","00000000000057403517",280,260,40,360,"Y","N",
"2018-11-25 19:50:55","PlasticProtectionBag","Pack Bench","Pack Bench","D2C pack station 64",1,"797037","21181708",1,"3051603655","00000000000057418082",215,145,30,105,"Y","N",
"2018-11-25 19:16:57","Carton","SAP MP2","SAP MP2","SAP Station 28",2,"794085","30400406",1,"3051580005","00000000000057270923",150,90,40,77,"Y","N",
"2018-11-25 19:20:27","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M1",1,"ACL M","46919371",1,"3051599453","00000000000057411188",225,220,70,783,"Y","N",
"2018-11-25 19:18:36","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M2",1,"ACL M","46919371",1,"3051598387","00000000000057417859",225,220,70,783,"Y","N",
"2018-11-25 19:10:07","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M2",1,"ACL M","46919367",1,"3051597766","00000000000057398415",220,220,70,755,"Y","N",
"2018-11-25 19:24:52","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","46919367",1,"3051599542","00000000000057418863",220,220,70,755,"Y","N",
"2018-11-25 19:05:31","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M2",1,"ACL M","46919367",1,"3051597901","00000000000057400224",220,220,70,755,"Y","N",
"2018-11-25 19:08:17","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M2",1,"ACL M","23359818",1,"3051596866","00000000000057327106",290,240,50,590,"Y","N",
"2018-11-25 19:48:10","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L11",2,"ACL L","44511280",1,"3051600781","00000000000057366864",295,170,40,239,"Y","N",
"2018-11-25 19:42:34","ConveyableCarton","Pack Bench","Pack Bench","D2C pack station 06",1,"797608","86100619",1,"3051602627","00000000000057404487",296,77,56,553,"Y","N",
"2018-11-25 19:38:45","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L1",1,"ACL L","12331820",1,"3051600075","00000000000057403440",475,332,40,340,"Y","N",
"2018-11-25 19:17:42","SmallFinishingCartonSmall","Carton Finishing Line","SmallFinishingCarton","D2C CFS station 3",1,"798128","83306001",1,"3051559770","00000000000057372901",170,95,60,508,"Y","N",
"2018-11-25 19:48:34","SmallFinishingCartonSmall","Carton Finishing Line","SmallFinishingCarton","D2C CFS station 2",1,"798334","83306001",1,"3051558277","00000000000057372915",170,95,60,508,"Y","N",
"2018-11-25 19:41:16","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 1",1,"798235","14171639",1,"3051593971","00000000000057401622",220,140,90,489,"Y","N",
"2018-11-25 19:23:20","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M11",2,"ACL M","86434107",1,"3051599205","00000000000057415764",280,150,20,267,"Y","N",
"2018-11-25 19:44:16","PlasticProtectionBag","Hanging Pack Bench","Hanging Pack Bench","HG packing station 1-09",2,"798253","22428138",1,"3051602830","00000000000057411807",378,284,40,250,"Y","N",
"2018-11-25 19:54:35","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","46406147",1,"3051603321","00000000000057407915",150,120,40,484,"Y","N",
"2018-11-25 19:44:42","Carton","SAP MP2","SAP MP2","SAP Station 28",2,"794085","46406147",1,"3051598755","00000000000057404110",150,120,40,484,"Y","N",
"2018-11-25 19:30:36","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M11",2,"ACL M","48980166",1,"3051600006","00000000000057418930",310,160,45,236,"Y","N",
"2018-11-25 19:23:35","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 9",1,"797869","31259712",1,"3051596367","00000000000057374686",210,140,20,74,"Y","N",
"2018-11-25 19:01:06","PlasticProtectionBag","Hanging Pack Bench","Hanging Pack Bench","HG packing station 1-09",2,"798253","23309870",1,"3051597675","00000000000057408566",475,332,100,540,"Y","N",
"2018-11-25 19:01:53","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 8",1,"797088","21139689",1,"3051595720","00000000000057368715",300,170,33,201,"Y","N",
"2018-11-25 19:35:20","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M1",1,"ACL M","15832109",1,"3051599634","00000000000057405378",250,140,30,127,"Y","N",
"2018-11-25 19:51:07","Carton","Hanging Pack Bench","Hanging Pack Bench","HG packing station 2-08",2,"797677","14102778",1,"3051603752","00000000000057397789",475,332,130,1560,"Y","N",
"2018-11-25 19:08:39","PlasticProtectionBag","Hanging Pack Bench","Hanging Pack Bench","HG packing station 2-02",2,"797857","16300915",1,"3051598505","00000000000057409433",475,332,120,1350,"Y","N",
"2018-11-25 19:02:19","PlasticProtectionBag","Pack Bench","Pack Bench","D2C pack station 58",1,"798333","83304906",1,"3051597865","00000000000057397858",165,92,62,478,"Y","N",
"2018-11-25 19:49:15","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 12",1,"797427","22457308",1,"3051595279","00000000000057297842",340,180,60,609,"Y","N",
"2018-11-25 19:16:27","Carton","SAP MP2","SAP MP2","SAP Station 23",2,"797221","30420503",1,"3051587174","00000000000057330335",155,60,60,297,"Y","N",
"2018-11-25 19:02:02","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 8",1,"797088","44751815",1,"3051595728","00000000000057298060",230,140,45,324,"Y","N",
"2018-11-25 19:47:53","ConveyableCarton","Pack Bench","Pack Bench","D2C pack station 60",1,"798332","86100756",1,"3051603372","00000000000057114940",320,70,30,309,"Y","N",
"2018-11-25 19:12:56","ConveyableCarton","Pack Bench","Pack Bench","D2C pack station 02",1,"798094","86100756",1,"3051598879","00000000000057158732",320,70,30,309,"Y","N",
"2018-11-25 19:52:13","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M11",2,"ACL M","21111723",1,"3051601922","00000000000057417069",190,160,70,320,"Y","N",
"2018-11-25 19:09:53","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-10",2,"797135","46524809",1,"3051590686","00000000000057290681",75,35,20,59,"Y","N",
"2018-11-25 19:44:28","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L1",1,"ACL L","81521103",1,"3051601936","00000000000057404591",392,274,146,3238,"Y","N",
"2018-11-25 19:14:16","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L11",2,"ACL L","81521103",1,"3051598132","00000000000057350024",392,274,146,3238,"Y","N",
"2018-11-25 19:43:37","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L11",2,"ACL L","81521103",1,"3051601476","00000000000057418912",392,274,146,3238,"Y","N",
"2018-11-25 19:04:32","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M11",2,"ACL M","31294903",1,"3051596399","00000000000057404684",270,220,40,317,"Y","N",
"2018-11-25 19:41:35","PlasticProtectionBag","Hanging Pack Bench","Hanging Pack Bench","HG packing station 1-05",2,"797389","48649175",1,"3051602475","00000000000057411649",378,284,50,550,"Y","N",
"2018-11-25 19:46:53","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M2",1,"ACL M","48649175",1,"3051601896","00000000000057398107",378,284,50,550,"Y","N",
"2018-11-25 19:48:03","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 3",1,"797128","22417929",1,"3051598213","00000000000057366396",310,210,30,500,"Y","N",
"2018-11-25 19:04:52","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 6",1,"798233","31294405",1,"3051596872","00000000000057401937",300,235,20,218,"Y","N",
"2018-11-25 19:34:13","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M2",1,"ACL M","25789826",1,"3051600743","00000000000057412039",360,290,50,642,"Y","N",
"2018-11-25 19:04:01","PlasticProtectionBag","Hanging Pack Bench","Hanging Pack Bench","HG packing station 1-04",2,"797933","22462730",1,"3051597987","00000000000057397893",475,332,100,640,"Y","N",
"2018-11-25 19:21:57","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L11",2,"ACL L","46413931",1,"3051599548","00000000000057417581",130,22,22,25,"Y","N",
"2018-11-25 19:18:58","SmallFinishingCartonSmall","Carton Finishing Line","SmallFinishingCarton","D2C CFS station 6",1,"797260","46413931",1,"3051592037","00000000000057394594",130,22,22,25,"Y","N",
"2018-11-25 19:46:56","PlasticProtectionBag","Hanging Pack Bench","Hanging Pack Bench","HG packing station 2-01",2,"797259","12140170",1,"3051603149","00000000000057409686",378,284,60,500,"Y","N",
"2018-11-25 19:14:48","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M11",2,"ACL M","12625132",1,"3051598474","00000000000057409460",300,190,100,800,"Y","N",
"2018-11-25 19:54:42","PlasticProtectionBag","Hanging Pack Bench","Hanging Pack Bench","HG packing station 2-06",2,"797999","23300538",1,"3051604078","00000000000057409118",475,332,200,1260,"Y","N",
"2018-11-25 19:11:04","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L1",1,"ACL L","48600420",1,"3051597306","00000000000057412654",475,332,170,1720,"Y","N",
"2018-11-25 19:08:00","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M11",2,"ACL M","39480180",1,"3051597409","00000000000057411143",270,240,30,261,"Y","N",
"2018-11-25 19:11:55","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M2",1,"ACL M","46429709",2,"3051597971","00000000000057400351",250,90,150,461,"Y","N",
"2018-11-25 19:00:31","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M1",1,"ACL M","46429709",2,"3051596807","00000000000057403576",250,90,150,461,"Y","N",
"2018-11-25 19:42:13","Carton","SAP MP2","SAP MP2","SAP Station 27",2,"798246","16811429",1,"3051598726","00000000000057413668",310,170,90,432,"Y","N",
"2018-11-25 19:42:55","Carton","Hanging Pack Bench","Hanging Pack Bench","HG packing station 2-05",2,"798121","16800108",1,"3051602399","00000000000057411174",475,332,100,1540,"Y","N",
"2018-11-25 19:06:00","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M11",2,"ACL M","48912520",1,"3051596788","00000000000057401143",320,260,30,239,"Y","N",
"2018-11-25 19:32:09","PlasticProtectionBag","SAP MP2","SAP MP2","SAP Station 05",2,"792423","48912520",1,"3051596949","00000000000057412470",320,260,30,239,"Y","N",
"2018-11-25 19:35:47","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L1",1,"ACL L","22400859",1,"3051598607","00000000000057417582",400,310,70,861,"Y","N",
"2018-11-25 19:01:43","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L11",2,"ACL L","51811248",1,"3051596274","00000000000057403593",410,280,40,400,"Y","N",
"2018-11-25 19:18:26","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-4",2,"797722","35035533",1,"3051597143","00000000000057334013",378,284,20,150,"Y","N",
"2018-11-25 19:03:45","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M1",1,"ACL M","35035533",1,"3051597188","00000000000057403527",378,284,20,150,"Y","N",
"2018-11-25 19:24:57","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2",1,"798123","11560850",1,"3051594805","00000000000057390453",378,284,70,470,"Y","N",
"2018-11-25 19:48:17","Carton","Pack Bench","Pack Bench","D2C pack station 11",1,"797159","83306316",1,"3051603410","00000000000057415932",184,100,50,584,"Y","N",
"2018-11-25 19:29:36","ConveyableCarton","Pack Bench","Pack Bench","D2C pack station 25",1,"792363","83306316",1,"3051600749","00000000000057413491",184,100,50,584,"Y","N",
"2018-11-25 19:39:58","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L11",2,"ACL L","11452266",1,"3051599741","00000000000057289309",340,240,60,580,"Y","N",
"2018-11-25 19:48:19","Carton","Pack Bench","Pack Bench","D2C pack station 63",1,"798131","70457903",1,"3051603391","00000000000057419237",207,110,24,80,"Y","N",
"2018-11-25 19:49:15","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 12",1,"797427","22452530",1,"3051595279","00000000000057297842",290,180,60,521,"Y","N",
"2018-11-25 19:54:42","PlasticProtectionBag","SAP MP2","SAP MP2","SAP Station 05",2,"792423","15410713",1,"3051599747","00000000000057402470",370,270,40,441,"Y","N",
"2018-11-25 19:56:20","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 7",1,"797938","40781611",1,"3051602989","00000000000057275976",250,120,100,313,"Y","N",
"2018-11-25 19:23:29","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-10",2,"797135","40781611",1,"3051591075","00000000000057334276",250,120,100,313,"Y","N",
"2018-11-25 19:38:10","Carton","Pack Bench","Pack Bench","D2C pack station 35",1,"798331","83306018",1,"3051601962","00000000000057397794",170,95,60,508,"Y","N",
"2018-11-25 19:51:31","Carton","SAP MP2","SAP MP2","SAP Station 28",2,"794085","83306018",1,"3051599582","00000000000057401834",170,95,60,508,"Y","N",
"2018-11-25 19:53:46","Carton","SAP MP2","SAP MP2","SAP Station 28",2,"794085","83306018",1,"3051599117","00000000000057412400",170,95,60,508,"Y","N",
"2018-11-25 19:01:43","PlasticProtectionBag","Pack Bench","Pack Bench","D2C pack station 65",1,"798257","83306018",1,"3051597814","00000000000057397894",170,95,60,508,"Y","N",
"2018-11-25 19:16:48","ConveyableCarton","Pack Bench","Pack Bench","D2C pack station 15",1,"797745","83306018",1,"3051599400","00000000000057377648",170,95,60,508,"Y","N",
"2018-11-25 19:21:27","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M2",1,"ACL M","68300201",1,"3051598438","00000000000057418034",196,195,150,1147,"Y","N",
"2018-11-25 19:23:39","ConveyableCarton","Pack Bench","Pack Bench","D2C pack station 13",1,"797856","68300201",1,"3051599461","00000000000057371764",196,195,150,1147,"Y","N",
"2018-11-25 19:29:31","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M2",1,"ACL M","68300202",2,"3051599638","00000000000057399177",195,160,160,1151,"Y","N",
"2018-11-25 19:53:06","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L11",2,"ACL L","15454910",1,"3051600936","00000000000057421360",390,260,50,338,"Y","N",
"2018-11-25 19:42:37","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M2",1,"ACL M","16819032",1,"3051601799","00000000000057415984",300,290,70,731,"Y","N",
"2018-11-25 19:41:46","Carton","SAP MP2","SAP MP2","SAP Station 27",2,"798246","16819067",1,"3051598730","00000000000057411461",300,290,70,731,"Y","N",
"2018-11-25 19:08:10","Carton","Pack Bench","Pack Bench","D2C pack station 56",1,"798013","15433038",1,"3051598434","00000000000057281947",290,195,30,151,"Y","N",
"2018-11-25 19:13:24","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-10",2,"797135","15430220",1,"3051590961","00000000000057369556",360,280,10,194,"Y","N",
"2018-11-25 19:10:51","MediumPickingCarton","Medium Carton Line","MediumPickingCarton","D2C ACL M11",2,"ACL M","48912203",1,"3051597638","00000000000057402497",280,170,50,229,"Y","N",
"2018-11-25 19:44:06","PlasticProtectionBag","Hanging Pack Bench","Hanging Pack Bench","HG packing station 1-04",2,"797933","14102409",1,"3051602807","00000000000057414571",475,332,130,1240,"Y","N",
"2018-11-25 19:17:51","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M2",1,"ACL M","85420627",1,"3051597732","00000000000057276217",320,220,15,139,"Y","N",
"2018-11-25 19:02:51","ConveyableCarton","Pack Bench","Pack Bench","D2C pack station 52",1,"798587","86100612",1,"3051597788","00000000000057411104",296,75,55,544,"Y","N",
"2018-11-25 19:08:07","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 6",1,"798233","39480205",1,"3051596874","00000000000057401494",310,265,35,98,"Y","N",
"2018-11-25 19:59:07","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M11",2,"ACL M","69257809",1,"3051602414","00000000000057399897",330,180,50,419,"Y","N",
"2018-11-25 19:08:18","PlasticProtectionBag","Pack Bench","Pack Bench","D2C pack station 19",1,"797838","24111915",1,"3051598492","00000000000057402684",240,100,45,94,"Y","N",
"2018-11-25 19:49:46","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 12",1,"797427","48619344",1,"3051595278","00000000000057367924",300,240,60,323,"Y","N",
"2018-11-25 19:05:10","PlasticProtectionBag","Hanging Pack Bench","Hanging Pack Bench","HG packing station 1-07",2,"798256","18853127",1,"3051598104","00000000000057407113",378,284,120,440,"Y","N",
"2018-11-25 19:26:50","Carton","Hanging Pack Bench","Hanging Pack Bench","HG packing station 1-02",2,"792025","11510208",1,"3051600494","00000000000057413565",378,284,40,330,"Y","N",
"2018-11-25 19:28:54","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M1",1,"ACL M","22133550",1,"3051598703","00000000000057417189",280,170,50,192,"Y","N",
"2018-11-25 19:00:30","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L11",2,"ACL L","55690307",1,"3051596840","00000000000057403030",330,326,138,891,"Y","N",
"2018-11-25 19:39:50","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 3",1,"797128","23352709",1,"3051597892","00000000000057291231",378,284,60,380,"Y","N",
"2018-11-25 19:37:05","Carton","SAP MP2","SAP MP2","SAP Station 27",2,"798246","83305907",1,"3051596978","00000000000057405087",175,95,60,532,"Y","N",
"2018-11-25 19:18:00","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 12",1,"797427","21190407",1,"3051594347","00000000000057275785",293,146,45,373,"Y","N",
"2018-11-25 19:02:38","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L11",2,"ACL L","11530247",1,"3051596526","00000000000057365550",350,210,30,230,"Y","N",
"2018-11-25 19:23:39","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L11",2,"ACL L","12113257",1,"3051597539","00000000000057341408",280,280,40,279,"Y","N",
"2018-11-25 19:31:48","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L1",1,"ACL L","14180155",1,"3051598937","00000000000057420802",290,230,110,509,"Y","N",
"2018-11-25 19:59:59","PlasticProtectionBag","Hanging Pack Bench","Hanging Pack Bench","HG packing station 2-04",2,"798354","21301320",1,"3051604792","00000000000057416039",378,284,50,340,"Y","N",
"2018-11-25 19:34:38","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L11",2,"ACL L","48600989",1,"3051600441","00000000000057415873",475,332,150,1040,"Y","N",
"2018-11-25 19:28:50","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 5",1,"797586","16848128",1,"3051597977","00000000000057264995",300,200,30,347,"Y","N",
"2018-11-25 19:11:34","PlasticProtectionBag","SAP MP2","SAP MP2","SAP Station 07",2,"797756","30400230",1,"3051582213","00000000000057386862",150,90,40,175,"Y","N",
"2018-11-25 19:05:44","PlasticProtectionBag","Hanging Pack Bench","Hanging Pack Bench","HG packing station 1-09",2,"798253","32913405",1,"3051597990","00000000000057397976",475,332,180,1080,"Y","N",
"2018-11-25 19:14:19","ConveyableCarton","Pack Bench","Pack Bench","D2C pack station 14",1,"797482","44751811",1,"3051598011","00000000000057273741",230,170,100,283,"Y","N",
"2018-11-25 19:17:46","Carton","Hanging Pack Bench","Hanging Pack Bench","HG packing station 2-08",2,"797677","11551019",1,"3051599179","00000000000057404618",475,332,80,1280,"Y","N",
"2018-11-25 19:23:42","ConveyableCarton","Pack Bench","Pack Bench","D2C pack station 06",1,"797608","68291603",1,"3051599829","00000000000057273237",160,155,95,983,"Y","N",
"2018-11-25 19:03:02","PlasticProtectionBag","Hanging Pack Bench","Hanging Pack Bench","HG packing station 1-04",2,"797933","29800250",1,"3051597888","00000000000057398827",475,332,140,1310,"Y","N",
"2018-11-25 19:01:06","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M2",1,"ACL M","11290214",1,"3051596087","00000000000057327202",190,150,15,63,"Y","N",
"2018-11-25 19:05:03","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 7",1,"797938","14130578",1,"3051596379","00000000000057402223",475,332,40,600,"Y","N",
"2018-11-25 19:36:24","PlasticProtectionBag","Bagging Line","Bagging Line","D2C BAG station 2-7",2,"797544","85464522",1,"3051597047","00000000000057336265",190,170,30,96,"Y","N",
"2018-11-25 19:14:11","MediumPickingCartonLarge","Medium Carton Line","MediumPickingCartonLarge","D2C ACL M11",2,"ACL M","48619549",1,"3051598570","00000000000057321145",330,280,40,298,"Y","N",
"2018-11-25 19:55:49","LargePickingCarton","Large Carton Line","Large Carton Line","D2C ACL L11",2,"ACL L","84430218",1,"3051603007","00000000000057327872",285,135,40,163,"Y","N",
